,IDSong,F0525,F1152,ORIGINAL-TEXTURE-Musical Layers (Mean),F1166,F0133,F0136,F0507,ORIGINAL-TEXTURE-Musical Layers (Std),F0404,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),F0945,F1151,F1497,F0529,ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),F0151,F1194,F0121,F0927,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),F0438,F1489,F0247,F0021,F0246,F1089,F0469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),F0772,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,F0909,F1071,F0466,F1077,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),F0010,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),F0437,F0013,F0526,VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),F0778,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),F0109,F1550,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-TEXTURE-Musical Layers (Max),F1065,ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),F0946,F1475,F0113,F0753,F1053,F0407,F1059,F0110,ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),F0770,F1441,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),F0958,F0911,F0406,F0917,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),F0155,F0891,ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),F1537,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),F0116,F1483,F1096,F0776,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),F1419,F1090,F1486,F1469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),F1455,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),F0897,F0251,F1574,F0011,F0905,F0899,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),F0328,F1101,F0782,F0923,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Class
10,MT0000202045,3.9276,21.621,1.6568,1246500,0.84623,4.7303,0.21773,0.87682,0.25767,5212.8,0.40179,23.743,1.3078,7.7524,1.1307,0.07746,4.488,1204.4,0.464,16.815,0.36436,0.83581,0.1718,0.038983,3.3108,0.4258,5.4984,0.29043,6019.1,1.5,0.052172,1.5,0.078947,0.47735,4.0692,0.067918,4.1475,4497.4,266.14,1.5,5.4361,3983.4,1.4012,1.7634,1.1201,0.059101,259.11,0.15904,0.26424,1.5,5,3.8833,0.34131,0.17208,0.10135,0.084788,0.17668,3.3075,1.1748,3.5043,0.19856,1.8291,0.31788,-0.29045,0.66667,0.17391,-0.012761,3.9944,-0.084756,0.57516,0.27035,0.537,0.52565,2.6937,0.0047275,328.8,1.4308,1.7802,2.6591,0.47699,3987.1,0.31958,2.4407,1.5022,-0.83603,0.72358,-0.17819,-0.48557,0.50026,0.25872,-0.83692,7.7822,-0.035682,-0.03768,0.055396,0.70076,6.0604,0.62509,0.00020039,2578.8,-146.37737,91.30536,-2.321254,22.154016,7.4587817,22.663448,-5.489044,20.868734,-4.5262437,18.83347,-5.478917,12.404868,-5.520715,8.123833,-3.9332275,10.156634,-8.401153,6.9831805,-3.5243907,4.562582,-7.888922,3.0900629,-7.8218374,6.011804,-6.711036,3.1678898,-1.4879756,0.6242866,-3.3452966,-3.1370242,-2.791264,4.2805305,-0.95405245,2.7277203,-2.939021,-2.0995789,-3.9525588,3.3324227,-0.5375443,-0.9444466,Q4
11,MT0000203193,5.9188,13.368,2.9095,167280,0.94346,5.3588,0.065318,1.3985,0.094219,4694.2,0.41665,15.818,1.7888,10.026,0.26605,0.072678,10.433,767.41,0.42501,19.178,0.16605,1.0838,0.33086,0.047107,2.7423,0.42535,5.366,0.45975,5504.4,1.7461,0.06029,2.3581,0.15556,0.44315,4.4362,0.0928,4.6514,4671.4,116.41,2.1231,6.1527,1139.3,1.4396,1.231,1.0491,0.055941,226.46,0.12687,0.29872,2.2477,8,3.941,0.11699,0.15954,0.086128,0.057997,0.12189,3.3697,1.0723,3.4711,1.3097,2.0951,0.31645,-0.1673,0.6,0.16938,0.11401,3.2139,-0.030102,0.36873,0.40967,0.55494,0.49907,0.99768,0.0031588,201.47,1.4276,1.1941,2.3914,0.41375,3614.4,0.21417,2.1348,2.2315,-0.64242,0.63113,0.83607,-0.26969,0.51159,0.27233,-0.48897,2.0676,0.058463,-0.07483,0.082867,0.77943,6.0561,0.60546,0.23061,1631.5,-196.5268,125.948395,11.968083,35.559147,9.591179,14.82053,-0.9849208,13.436046,-12.355557,12.6721945,-8.5667095,0.9698558,-5.979662,5.0273995,-6.570699,0.8683126,-7.6613235,4.589212,-8.969204,5.9937305,-2.5023258,2.817352,-4.572761,2.493129,1.1851753,3.678685,1.7221925,-0.92635703,-2.0366352,-1.7278286,-2.603614,1.6394914,-0.88976836,-1.6988666,-1.2227111,-2.1783724,-2.3990269,-0.5700644,-0.62272847,-0.428949,Q4
12,MT0000203272,4.0662,28.769,1.7727,895710,0.54531,3.2875,0.19564,0.96631,0.13755,5083.4,0.39031,13.845,0.38773,7.8758,1.0297,0.047644,3.2383,528.87,0.45671,10.437,0.30517,0.5413,0.13906,0.050165,2.9001,0.40071,5.2788,0.27889,5947.0,1.5,0.051463,1.5,0.10345,0.45613,4.1703,0.056483,4.4163,4491.2,178.2,1.5,4.4356,1404.3,1.3083,2.3002,0.60656,0.052483,381.25,0.13064,0.22586,1.5,5,4.3097,0.33433,0.15606,0.10546,0.13581,0.21294,3.3051,1.2512,3.5943,0.1754,2.128,0.29446,-0.56824,0.0,0.15651,0.10356,3.8387,0.092624,0.70711,0.2113,0.64422,0.55688,3.1577,0.007325,0.0,1.0602,2.3881,2.3335,0.42408,4492.9,0.18072,2.0264,1.5895,-0.81925,0.32967,-0.66314,-0.40388,0.47642,0.2482,-0.96778,1.8304,-0.14448,0.14492,0.0,0.80614,5.6859,0.58779,0.028,0.0,-88.80714,112.52951,-52.047527,21.827267,-49.627293,25.588259,-25.949535,17.485512,-14.970683,1.1899837,-11.134417,-6.288535,0.6572,-6.987851,3.331354,-9.758171,3.8706927,-13.198854,1.6343882,-8.060897,2.9727888,-6.795616,0.58752245,-2.8136349,-6.4114194,2.889615,-4.4463277,6.859636,-5.212115,2.995755,-1.2977641,6.956652,0.14101972,-0.25982317,-2.7889426,-5.8141847,-1.0888158,-3.4084673,0.9603039,-4.0040603,Q3
13,MT0000216849,1.3739,41.804,0.93185,3283300,0.25287,1.6405,0.34944,0.7227,0.12859,6421.3,0.54828,39.982,-0.57412,3.6804,0.76489,0.026596,1.9698,473.66,0.51577,15.829,0.53682,0.38028,0.056459,0.019226,3.9128,0.469,3.9968,0.14787,7530.1,1.0,0.037787,1.0,0.15385,0.53292,3.7045,0.038781,3.8503,4593.5,75.881,0.0,4.3242,485.36,0.82944,1.3308,0.71373,0.034266,423.26,0.070198,0.1727,1.0,3,3.5636,0.51255,0.12262,0.12286,0.38019,0.1904,3.0284,0.73631,3.1372,-0.2431,0.16628,0.43786,-1.8718,0.2,0.11035,-0.28737,2.1545,-0.33589,0.0,0.20027,0.78158,0.58929,1.3635,0.011998,145.02,0.051018,1.8056,1.5553,0.59294,5637.1,0.14513,1.3269,0.73233,-2.2848,0.5,-1.8465,-1.2171,0.54783,0.40472,-1.314,0.72294,-0.26089,-0.33434,0.075532,0.533,4.6385,0.73637,-0.27431,1628.7,23.92743,61.53668,-11.886767,58.0058,-8.562285,20.59267,-5.724727,21.773573,-13.3728075,14.559408,-13.131481,11.077632,-14.370709,5.8246055,-13.419097,5.5358505,-15.15831,5.237799,-10.006777,4.358055,-9.1991415,3.252529,-6.135148,1.6721678,-9.101962,1.4466208,-4.901705,0.8681043,-5.377979,0.75997263,-5.0119033,0.48970547,-3.7931361,-1.1865057,-3.7707982,0.057175007,-3.8371177,-0.2241671,-2.677815,-1.6915141,Q2
14,MT0000218346,5.1286,26.726,2.9328,588830,0.69735,4.4304,0.098821,1.121,0.088516,4857.8,0.43471,28.359,0.3182,8.8208,0.066512,0.056243,6.1064,712.93,0.48794,19.828,0.15991,0.94161,0.16029,0.035086,2.9429,0.44077,5.448,0.42873,5892.9,1.9525,0.049762,1.3105,0.17857,0.4917,4.1214,0.08698,4.6012,4356.3,83.004,2.4593,5.2952,724.37,1.3107,0.66542,1.0224,0.045231,311.99,0.11591,0.25585,2.5863,6,3.7147,0.071236,0.17078,0.086032,0.097763,0.15159,3.5005,1.0061,3.3495,0.38994,1.1972,0.33993,-0.8694,0.5,0.16306,-0.0046102,2.1988,-0.19874,0.49965,0.46085,0.6294,0.49257,0.56535,0.0081839,117.65,0.43721,1.264,2.3923,0.49145,3904.6,0.18852,2.4694,1.4235,-1.9838,0.45076,-0.32142,-0.46209,0.49809,0.31535,-0.90979,1.1957,0.081148,0.062761,0.065915,0.59215,6.3374,0.68287,-0.17396,2188.7,-71.12954,114.059456,4.055104,37.761337,2.4083335,18.798151,-9.570536,15.1763,-17.194715,7.35036,-10.32412,9.47609,-7.626175,11.724115,-2.485043,8.112949,-9.015767,7.359838,-8.519363,1.5921202,-6.494313,5.786347,-6.6397247,2.3272483,-4.6093707,-1.0885874,-6.2313275,1.5161531,-2.3956532,3.0444322,-1.511784,0.75495994,0.12532294,-0.051151585,-2.7058895,-1.4861921,-4.864232,-4.2630806,-4.7954187,-4.848755,Q4
15,MT0000235880,5.5095,23.299,2.4701,254070,0.46801,3.6624,0.072669,1.1933,0.050394,5363.6,0.37851,9.958,0.90462,8.4782,0.13359,0.041492,6.4675,294.01,0.4,15.332,0.34964,0.71586,0.24713,0.06341,2.1161,0.35797,5.6928,0.38503,5749.0,3.6537,0.054959,2.0527,0.23913,0.39484,4.9314,0.070488,4.6919,4519.8,116.1,5.1902,4.9416,1051.6,1.0659,1.0353,1.0376,0.045027,513.91,0.080112,0.2724,1.8709,7,4.2621,0.2185,0.19555,0.11843,0.085126,0.14809,3.8659,0.95773,4.2713,0.44326,2.0039,0.27295,-0.51809,0.66667,0.15588,0.14089,2.7952,0.35578,1.6378,0.48264,0.62875,0.50187,1.1355,0.0022306,92.284,1.5499,1.4686,3.6528,0.42013,4807.2,0.11598,2.6658,1.5442,-1.8468,0.47385,-0.78218,-0.89995,0.43543,0.19956,-0.99074,1.1559,-0.026975,0.10287,0.090806,0.77535,5.5209,0.60458,-0.023777,965.52,-126.21691,136.63643,-13.025109,50.351982,-26.476765,25.288345,-18.82648,11.28817,-17.392204,0.396026,-7.901099,-7.3695416,-3.9312522,-7.8395915,-1.5734639,-10.341464,8.376169,-6.0572267,12.3411,-2.4251442,2.3980134,-4.0362167,-1.5225109,2.7467155,-2.551567,3.2325673,-7.282461,-0.55415225,-6.8067565,2.6297224,-1.8809996,-2.8861823,-7.2352986,-3.45531,-1.4296829,-0.68895054,1.9858512,-2.1128652,-0.0462908,-7.4904466,Q4
16,MT0000249842,3.8377,32.756,2.4058,1306800,0.62936,3.1847,0.17203,1.047,0.15636,4142.4,0.49895,34.959,0.53961,7.638,0.23279,0.066251,4.6051,813.24,0.50251,10.477,0.10705,0.74672,0.16914,0.039062,4.4479,0.44697,4.4719,0.3774,6221.8,1.9969,0.055865,5.7151,0.22727,0.39427,3.8736,0.075084,4.7798,4100.2,118.8,2.3923,4.7213,1148.2,1.4514,1.3974,0.97062,0.054097,387.51,0.14074,0.25686,2.8152,7,3.5491,0.161,0.15243,0.079161,0.15198,0.17193,3.7509,1.2533,3.6946,-0.088732,2.3944,0.35922,-1.2773,0.14286,0.13591,0.41127,2.5754,0.14455,0.91122,0.25405,0.65828,0.54238,1.5298,0.0081912,95.953,0.88498,1.7527,1.9685,0.44761,3198.6,0.22505,1.7545,1.2342,-1.5728,0.14477,-0.51413,-0.58148,0.48378,0.28046,-1.1056,3.4621,0.12668,0.087626,0.084446,0.63839,4.7197,0.715,-0.19521,1247.3,-30.403713,85.96248,-6.2570066,32.200638,1.039684,19.063257,-4.2060027,15.228425,-13.525172,8.219948,-13.655713,8.819484,-12.013663,5.4289002,-13.866877,4.9286127,-11.407675,5.8594313,-11.276786,0.030195812,-11.692345,4.693521,-5.5992913,1.2557061,-10.379926,-4.1634088,-10.56479,0.10744886,-2.7076037,2.5787978,-5.980966,-2.7756326,-4.9220552,0.5421851,-3.105836,-0.8589146,-5.4057183,-2.4086437,-2.5920556,-0.8795276,Q1
17,MT0000255724,4.5218,29.411,2.1587,803460,0.6372,2.9229,0.16588,0.94832,0.15516,4780.3,0.49636,29.469,0.3023,7.7188,0.26605,0.06033,4.9667,921.11,0.43465,20.431,0.16345,0.84234,0.17274,0.039469,3.1436,0.44269,4.5744,0.46459,5204.3,2.1503,0.057655,2.0045,0.17778,0.46406,4.1777,0.10259,4.4012,4518.2,95.771,2.3546,4.7363,868.07,1.5155,0.93159,0.93226,0.07008,243.9,0.13886,0.26798,2.4551,6,4.4563,0.23263,0.14893,0.078734,0.1736,0.17296,3.4348,1.2694,3.6764,0.7605,1.1972,0.35957,-1.4595,0.55556,0.14218,-0.0428,2.4822,-0.12922,0.85112,0.42287,0.68898,0.48014,1.0974,0.003357,68.012,1.1037,1.0211,2.0625,0.45729,4487.1,0.23933,2.1514,1.2836,-1.4201,0.27177,0.10392,0.13842,0.41815,0.27667,-1.1606,1.847,-0.13661,0.28999,0.043149,0.74731,5.2719,0.65105,0.015918,1707.1,-60.930622,101.17546,-4.3682714,34.59487,-5.7420144,16.610813,-13.545807,13.698443,-8.453758,14.739249,-13.01543,12.504256,-7.0865927,7.3915367,-6.2242813,7.360893,-10.688252,2.8522434,-7.276235,4.651813,-4.0426702,5.44628,-4.039328,1.8164579,-9.653902,-1.2580334,-4.3932114,1.8554888,-3.516453,0.39950022,-2.52643,3.3815093,0.9637291,-1.9904957,-6.391275,-5.3105397,-5.2161183,-1.5393144,-2.25415,0.497879,Q3
18,MT0000299291,3.5176,36.763,2.1454,1779700,0.51344,2.3708,0.23032,0.97403,0.18991,5312.5,0.47769,36.543,0.70661,7.0392,0.23279,0.04885,4.0921,828.3,0.45826,13.758,0.45255,0.78304,0.1009,0.027089,2.3075,0.45121,4.7268,0.25188,5695.5,1.9087,0.062445,2.3476,0.26667,0.45314,4.2681,0.075398,4.5239,4804.7,110.85,3.1345,4.2607,1459.5,1.2852,1.1645,1.1018,0.060859,296.91,0.11699,0.33002,2.1845,6,3.9802,0.23803,0.17264,0.092992,0.25885,0.19762,3.4073,1.0616,3.2837,0.33246,1.6961,0.34754,-1.1225,0.5,0.12766,-0.015839,2.5579,-0.037088,1.235,0.57801,0.69445,0.51171,1.5298,0.0014121,71.999,1.6663,1.6708,2.758,0.47673,4985.8,0.22585,2.1427,0.86334,-2.2092,0.64975,-0.40349,-2.2405,0.45061,0.32779,-1.2263,4.5499,0.27235,0.13865,0.081766,0.73545,4.5272,0.62019,0.089474,681.38,-21.529446,76.47256,-2.2644947,19.90645,-6.131588,30.948917,-13.871332,15.764479,-7.4540277,17.316458,-12.063503,7.9498086,-7.2043314,10.08083,-7.9454737,11.664815,-0.5101818,9.665009,-5.6959925,7.944388,-3.4471729,6.4451437,-5.684953,3.556843,-7.121636,2.8976533,-6.005185,-0.8287462,-7.802139,0.8710884,-1.3763219,3.8176875,-3.8967965,-1.6947503,-5.437412,-2.0795336,-4.8566036,-1.3890047,-1.978706,-0.4291038,Q3
19,MT0000300896,4.8891,15.394,2.1255,732340,0.26563,2.7792,0.16361,0.97511,0.080667,5487.4,0.19923,19.466,1.9374,7.8448,0.43233,0.03335,3.4074,274.62,0.30481,11.995,0.35414,0.62115,0.14128,0.051785,2.5416,0.39381,7.9992,0.30179,6016.8,1.701,0.030093,7.0189,0.26923,0.39331,5.2258,0.050146,6.8395,4146.8,121.89,4.2614,5.008,1488.6,0.92862,1.1645,0.68338,0.036358,429.51,0.096203,0.24527,3.1762,7,4.6869,0.25212,0.16648,0.077128,0.20493,0.15976,3.7644,0.837,3.8483,1.1315,1.6961,0.34113,-0.49786,0.71429,0.17778,0.185,2.592,0.29316,1.2845,0.47137,0.68409,0.43551,1.6961,0.0035419,44.624,1.7273,1.0364,3.9701,0.54923,4645.4,0.099711,2.8252,0.90608,-1.329,0.84105,-2.9433,-0.70025,0.40802,0.25316,-1.2549,3.9152,0.47483,0.50038,0.052305,0.82588,7.3158,0.66167,0.59104,1141.9,-179.2722,107.86,-17.020424,44.119587,-2.5850182,-4.295782,-9.507342,10.102319,-26.087208,-4.27913,-15.525105,2.226372,-19.892408,0.59273124,-9.871783,6.9667153,-9.825647,-2.4940994,-8.600312,3.9684744,-9.847317,-1.507274,-8.195263,-1.7273666,-6.47366,3.2654908,-0.1280206,0.5815059,-3.5964975,3.1251752,2.3511205,3.74041,-0.7357621,-0.95854115,-0.1205277,3.4902132,2.9766357,5.179152,5.591346,1.5966522,Q3
20,MT0000315392,4.7627,24.43,2.0561,838250,0.74723,4.377,0.14283,1.206,0.17835,4329.8,0.418,25.461,1.2569,8.8747,0.49826,0.060859,6.0421,997.86,0.40314,11.153,0.0169,0.84189,0.25369,0.041948,2.6059,0.40137,5.1945,0.4453,5004.1,3.9992,0.072325,2.0821,0.2093,0.4572,4.6342,0.098449,4.5653,4123.1,181.84,1.5366,5.5499,1919.7,1.6169,1.3287,0.74182,0.073391,252.63,0.14457,0.25724,2.3039,6,4.0431,0.33436,0.17556,0.087455,0.091667,0.15226,3.4934,1.4132,3.5126,0.88379,1.6609,0.33513,-0.28755,0.375,0.16891,0.085675,2.7816,0.099158,0.0012365,0.33911,0.64777,0.52052,1.6941,0.0057155,161.03,1.991,0.94024,2.764,0.44483,3310.2,0.26902,2.2436,1.9517,-1.1329,0.15061,0.57708,-0.45281,0.49144,0.27414,-1.0199,1.6251,0.032755,0.0078653,0.12174,0.7299,5.3798,0.63722,0.18346,1380.1,-120.546684,100.203,11.52848,28.758978,2.3130672,23.488335,-10.820141,15.999508,-10.900365,13.8916235,-7.6398463,7.653089,-12.029673,4.6049147,-9.725315,6.4341526,-11.646453,4.2144523,-11.061202,4.384165,-7.0045667,1.3472551,-6.9097586,1.2330104,-5.4032907,-0.7688122,-6.9981914,0.31925574,-3.5852334,3.3127782,-1.2294924,2.1143036,-0.96338624,1.2071685,-1.7912291,-0.8275075,-1.9758593,0.2687734,-3.2352438,-2.4295707,Q3
21,MT0000336135,5.7921,10.881,2.4284,157990,1.085,6.4323,0.06872,1.5967,0.073505,4277.3,0.41968,10.609,2.2645,10.888,0.59861,0.076612,8.5639,734.88,0.41514,12.141,0.026606,1.2777,0.35836,0.061279,1.5384,0.34961,5.2285,0.60481,5409.2,1.6116,0.077102,1.5058,0.2,0.39126,4.5124,0.093961,4.6171,3623.6,131.3,3.8364,7.4287,1022.3,1.8021,0.66542,0.53903,0.090424,480.36,0.13032,0.3261,1.7537,8,4.5696,0.24865,0.17572,0.07417,0.039986,0.12859,3.734,1.2414,4.2641,1.5275,1.3967,0.25652,0.64553,0.57143,0.15983,0.14856,3.702,0.30048,-1.5969,0.38893,0.52186,0.43243,1.2637,0.0013003,126.49,1.6904,1.6956,2.8396,0.4133,3310.6,0.23927,2.5051,2.6903,-0.60549,0.0,0.26454,0.1167,0.41176,0.201,0.26336,1.7093,0.22305,0.3574,0.16391,0.76018,5.8476,0.46124,0.20474,1119.7,-266.8912,116.1955,17.5644,37.211735,-7.4547343,17.45395,-7.731344,8.436789,-6.0327187,4.471987,-8.194955,1.4919988,-6.2543197,4.301684,-6.761835,4.8751206,-8.250288,0.87715805,-4.440056,-3.8608794,-5.907344,-4.347886,-7.8078003,-3.8177373,-6.227703,-0.84643036,-2.7777803,-2.4836416,-1.8271524,-1.7664973,0.13006978,0.5588792,-3.2704535,-3.1262338,-3.1574826,-2.5525892,-4.531358,-3.732271,-2.478726,-4.6626654,Q4
22,MT0000348553,5.7329,7.0447,1.9376,161300,1.0641,6.329,0.06195,1.1105,0.095595,3968.4,0.40944,9.2099,3.2231,10.097,0.36581,0.084867,14.302,775.31,0.42629,17.328,0.0,1.1603,0.63399,0.060186,1.739,0.36938,5.4234,0.68564,4489.8,1.6271,0.063671,2.0411,0.18182,0.48661,4.5642,0.12208,4.6382,3762.2,144.49,1.1845,7.1341,1507.5,1.7494,0.86505,1.0989,0.047962,183.66,0.13337,0.35058,1.5833,6,3.97,0.32432,0.16483,0.064299,0.038153,0.099727,3.2385,1.2708,3.3469,1.1479,1.297,0.25662,0.61198,0.54545,0.18591,0.0097994,3.8831,-0.086705,-0.14009,0.54277,0.41771,0.46748,1.297,0.0011686,106.52,1.5159,2.0724,2.4676,0.43201,3264.2,0.2447,2.2152,3.1981,-0.21883,0.0,0.40663,-0.094088,0.47227,0.23025,0.38533,2.5667,-0.011489,0.26819,0.1043,0.78088,6.6432,0.59041,0.078753,1200.6,-288.32666,108.666336,25.897135,40.9097,19.3064,10.63874,-5.0596347,21.647057,-10.995845,8.035874,-2.1983805,-0.1595587,-5.243582,3.06208,-8.876533,-2.6365092,-9.834159,-1.8705674,-3.8079479,-3.8798535,-2.848345,0.49620956,-8.896277,-3.3927047,-8.27918,-3.8526514,-7.206793,-5.8398833,-10.141611,-4.961538,-6.5119715,-3.5375166,-2.075803,-3.162516,-0.91552734,-0.97082305,-5.614773,-3.3742337,-5.5314016,-3.5429163,Q4
23,MT0000364027,5.7136,21.061,3.6446,402320,0.39257,3.5218,0.096531,1.2023,0.046115,5681.0,0.31852,22.928,-0.070573,8.9501,0.099768,0.032904,4.6446,260.82,0.32391,20.264,0.55364,0.82699,0.13762,0.037805,3.6787,0.41282,6.8448,0.36859,6895.7,1.7624,0.043172,2.3293,0.1828,0.34982,5.5063,0.058879,6.154,5703.7,83.039,5.7369,4.6656,822.73,0.91242,1.0314,1.0698,0.051351,375.79,0.059541,0.30215,1.9932,7,5.2623,0.018147,0.18323,0.082505,0.15162,0.18371,4.0597,0.68424,4.8199,0.3957,1.5963,0.305,-2.6462,0.33333,0.18189,0.50589,1.7443,0.58571,2.0194,0.40952,0.68835,0.43464,0.26605,0.0046961,69.277,1.6961,0.90646,3.2806,0.4524,4429.0,0.10092,2.9636,1.0269,-3.2709,0.87316,-1.5304,-3.7526,0.47394,0.29772,-1.695,2.0873,0.076934,0.076095,0.045318,0.64063,7.985,0.62556,0.76669,1783.8,-97.72643,135.12521,-7.3958673,33.557503,-5.090141,18.584417,-11.125643,15.225125,-5.521976,14.556558,-11.791169,9.436564,-5.595144,11.852977,-3.5554392,11.709606,-7.4917774,5.9058995,-5.408327,5.226491,-7.392726,1.1103662,-2.0273294,0.83238834,-1.7961085,3.5074768,0.7366627,1.8258706,-2.6932993,-0.68279415,4.262853,2.3193715,-6.3072085,-1.2032762,1.8778696,1.6660899,0.34501603,-0.12787709,1.4894439,-1.9246072,Q1
24,MT0000369789,7.1077,6.4553,3.3087,134200,0.85854,5.6352,0.055499,1.2862,0.032324,5298.3,0.34568,6.7348,3.7028,10.691,0.066512,0.058865,9.7846,424.27,0.27756,11.182,0.39796,1.2143,0.31511,0.058384,2.0734,0.39099,6.6273,0.57311,5583.0,1.877,0.049779,3.4247,0.32432,0.28875,5.7213,0.066387,5.6574,4380.5,83.924,2.7121,6.6188,556.65,1.3108,0.6987,0.58817,0.062183,356.69,0.08742,0.28116,1.5422,7,5.2656,0.085521,0.21347,0.08923,0.047139,0.12781,4.3165,0.78771,4.2749,0.30643,1.2637,0.24141,-0.2821,0.22222,0.14702,0.87058,2.1496,0.56343,1.0994,0.71943,0.5468,0.42065,0.63186,0.00036152,135.78,1.3622,0.98954,2.549,0.3732,4751.7,0.15061,3.2043,1.6671,-0.76643,0.48555,-0.66793,-0.61625,0.28241,0.20658,-0.49606,0.8912,0.51766,0.88975,0.063796,0.5973,6.1094,0.53058,0.65154,1679.7,-298.22186,127.833916,21.286171,23.744728,-4.0354915,28.230276,-8.412411,0.8562378,-6.336551,6.8458734,-18.14588,-7.405478,-30.634197,-5.163656,-16.72163,-12.606415,-12.751843,-3.060278,-4.374067,0.90613234,0.18079075,-4.054193,-3.5324042,1.3970469,-7.960412,-4.1819153,-7.0214586,-3.3332677,-12.060484,-1.8539659,-6.678689,-1.4011872,1.2803353,-1.2103024,-2.0471768,-2.7386074,-3.8137176,-5.182252,0.08329927,-2.2315247,Q4
25,MT0000377411,0.87033,37.666,0.54479,3992900,0.23346,1.3805,0.38159,0.64888,0.15875,6333.5,0.58003,35.266,0.47006,3.5384,0.39907,0.024675,2.2207,498.48,0.5716,0.0,0.57675,0.32774,0.05251,0.016905,3.1102,0.47271,3.6543,0.16,6840.0,0.0,0.025139,0.0,0.0,0.5601,3.2888,0.028438,3.5369,0.0,60.929,0.0,4.4289,477.85,0.76988,0.96487,0.0,0.028561,0.0,0.065687,0.17795,0.0,3,3.0683,0.38803,0.10675,0.10671,0.41836,0.16274,2.8645,0.68115,2.8712,-0.39099,0.066512,0.49604,-3.8638,0.0,0.09911,-0.21492,1.6056,-0.18729,0.0,0.17705,0.80524,0.63007,0.43233,0.011888,0.0,1.1402,1.6372,1.2331,0.65526,5816.1,0.14915,1.0159,0.74021,-3.223,0.0,-2.9072,-1.8023,0.59797,0.40552,-1.8059,0.84893,-0.14195,-0.22087,0.0,0.38448,4.2576,0.80088,-0.1735,0.0,-33.750164,51.39462,-1.4422799,63.126606,2.9499002,24.925379,-8.142876,24.044867,-14.179446,17.465143,-10.038598,18.0663,-16.5703,7.4198346,-14.34302,10.583076,-9.290619,8.548646,-5.814056,3.8626502,-12.323824,2.504493,-8.654808,1.970288,-6.905163,1.9283228,-5.3975086,1.6119124,-6.7088737,-0.4346188,-7.2443757,0.0018168417,-4.4555645,-1.1908066,-3.437342,-0.7102418,-2.5289207,-0.21572608,-1.0573698,-1.459549,Q2
